"[1, 11]","[5, 19]","[16, 16]","[4, 12]","[10, 2]","[1, 26]","[1, 7]","[2, 10]","[4, 4]","[1, 15]","[0, 12]","[10, 2]","[2, 6]","[9, 19]","[1, 7]","[15, 1]","[14, 2]","[5, 11]","[6, 10]","[0, 8]","[10, 6]","[0, 12]","[3, 13]","[3, 5]","[0, 8]","[0, 8]","[8, 0]","[0, 8]","[15, 1]","[0, 8]","[3, 5]","[0, 8]","[1, 7]","[0, 0]","[3, 5]","[9, 23]","[24, 0]","[4, 12]","[1, 7]","[2, 6]","[2, 6]","[1, 7]","[1, 7]","[1, 7]","[7, 2]","[1, 7]","[1, 7]","[1, 7]","[0, 8]","[2, 6]","[1, 11]","[3, 5]","[2, 6]","[22, 46]","[1, 11]","[1, 7]","[0, 8]"
"[1, 11]","[4, 20]","[16, 16]","[3, 13]","[11, 1]","[1, 26]","[1, 7]","[3, 9]","[5, 3]","[1, 15]","[0, 12]","[9, 3]","[2, 6]","[9, 19]","[1, 7]","[15, 1]","[14, 2]","[5, 11]","[6, 10]","[0, 8]","[10, 6]","[0, 12]","[3, 13]","[3, 5]","[0, 8]","[0, 8]","[8, 0]","[0, 8]","[16, 0]","[0, 8]","[3, 5]","[0, 8]","[1, 7]","[0, 0]","[3, 5]","[9, 23]","[21, 3]","[4, 12]","[1, 7]","[2, 6]","[2, 6]","[1, 7]","[1, 7]","[1, 7]","[7, 2]","[1, 7]","[1, 7]","[1, 7]","[0, 8]","[1, 7]","[1, 11]","[3, 5]","[2, 6]","[22, 46]","[1, 11]","[1, 7]","[0, 8]"
"[1, 11]","[4, 20]","[16, 16]","[3, 13]","[11, 1]","[1, 26]","[1, 7]","[3, 9]","[5, 3]","[1, 15]","[0, 12]","[9, 3]","[2, 6]","[9, 19]","[1, 7]","[15, 1]","[14, 2]","[5, 11]","[6, 10]","[0, 8]","[10, 6]","[0, 12]","[3, 13]","[3, 5]","[0, 8]","[0, 8]","[8, 0]","[0, 8]","[15, 1]","[0, 8]","[3, 5]","[0, 8]","[1, 7]","[0, 0]","[3, 5]","[10, 22]","[21, 3]","[4, 12]","[1, 7]","[2, 6]","[2, 6]","[1, 7]","[1, 7]","[1, 7]","[7, 2]","[1, 7]","[1, 7]","[1, 7]","[0, 8]","[2, 6]","[1, 11]","[3, 5]","[2, 6]","[22, 46]","[1, 11]","[1, 7]","[0, 8]"
