22:45,82
23:00,82
23:15,82
07:45,81
08:00,81
08:15,80
08:30,80
08:45,80
09:00,79
09:15,78
09:30,77
09:45,77
10:00,76
10:15,76
10:30,75
10:45,73
11:00,72
11:15,72
11:30,72
11:45,71
12:00,71
12:15,71
12:30,71
13:40,71
13:55,71
14:10,70
14:25,69
14:40,68
14:55,68
15:10,68
15:25,68
15:40,68
15:55,69
16:10,69
16:35,69
16:35,69
16:35,69
16:35,69
16:40,69
16:55,70
17:10,71
17:25,72
17:40,73
17:55,73
18:10,73
18:25,73
18:40,73
18:55,74
19:10,73
19:25,74
19:40,75
19:55,75
20:10,76
20:25,76
20:40,78
20:55,78
21:10,79
21:25,79
21:40,79
21:55,79
22:10,80
22:25,80
